date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:18:12	46268/46268	---M--	200	added ('OK')	font/woff	etag:%22601a96c4-b4bc%22	https://www.seanhalpin.design/images/fonts/biotif.woff	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/fonts/biotif.woff	(from https://www.seanhalpin.design/css/main.css)
01:18:12	136840/136840	---M--	200	added ('OK')	font/woff2	etag:%22601a96c4-21688%22	https://www.seanhalpin.design/images/fonts/bogart-med.woff2	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/fonts/bogart-med.woff2	(from https://www.seanhalpin.design/css/main.css)
01:18:13	148512/148512	---M--	200	added ('OK')	font/woff	etag:%22601a96c4-24420%22	https://www.seanhalpin.design/images/fonts/bogart-med.woff	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/fonts/bogart-med.woff	(from https://www.seanhalpin.design/css/main.css)
01:18:13	161/161	---M--	200	added ('OK')	image/svg+xml	etag:%22601a96c4-a1%22	https://www.seanhalpin.design/images/nav/eye.svg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/nav/eye.svg	(from https://www.seanhalpin.design/css/main.css)
01:18:13	787/787	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22601a96c4-313%22	https://www.seanhalpin.design/images/nav/lash.svg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/nav/lash.svg	(from https://www.seanhalpin.design/css/main.css)
01:18:13	3501/3501	---M--	200	added ('OK')	image/png	etag:%22601a96c4-dad%22	https://www.seanhalpin.design/images/hp/editor.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/hp/editor.png	(from https://www.seanhalpin.design/css/main.css)
01:18:13	159/159	---M--	200	added ('OK')	image/svg+xml	etag:%22601a96c4-9f%22	https://www.seanhalpin.design/images/nav/eye-white.svg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/nav/eye-white.svg	(from https://www.seanhalpin.design/css/main.css)
01:18:14	785/785	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22601a96c4-311%22	https://www.seanhalpin.design/images/nav/lash-white.svg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/nav/lash-white.svg	(from https://www.seanhalpin.design/css/main.css)
01:18:14	161402/161402	---M--	200	added ('OK')	image/png	etag:%22601a96c4-2767a%22	https://www.seanhalpin.design/images/info/reading/reading__01@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/info/reading/reading__01@2x.png	(from https://www.seanhalpin.design/about/)
01:18:14	143639/143639	---M--	200	added ('OK')	image/png	etag:%22601a96c4-23117%22	https://www.seanhalpin.design/images/info/reading/reading__02@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/info/reading/reading__02@2x.png	(from https://www.seanhalpin.design/about/)
01:18:14	78532/78532	---M--	200	added ('OK')	image/png	etag:%22601a96c4-132c4%22	https://www.seanhalpin.design/images/info/reading/reading__03@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/info/reading/reading__03@2x.png	(from https://www.seanhalpin.design/about/)
01:18:15	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Sep%202022%2016:18:14%20GMT	https://www.seanhalpin.design/work/jeffsum	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/work/jeffsum	(from https://www.seanhalpin.design/about/)
01:18:15	1394/1394	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22601a96c4-572%22	https://www.seanhalpin.design/images/timeline/thought.svg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/timeline/thought.svg	(from https://www.seanhalpin.design/wip/)
01:18:15	2089/2089	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22601a96c4-829%22	https://www.seanhalpin.design/images/timeline/like.svg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/timeline/like.svg	(from https://www.seanhalpin.design/wip/)
01:18:16	684/684	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22601a96c4-2ac%22	https://www.seanhalpin.design/images/timeline/sean.svg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/timeline/sean.svg	(from https://www.seanhalpin.design/wip/)
01:18:16	1906692/1906692	---M--	200	added ('OK')	image/png	etag:%22601a96c4-1d1804%22	https://www.seanhalpin.design/images/timeline/codewithme.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/timeline/codewithme.png	(from https://www.seanhalpin.design/wip/)
01:18:17	1146/1146	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22601a96c4-47a%22	https://www.seanhalpin.design/images/timeline/bookmark.svg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/timeline/bookmark.svg	(from https://www.seanhalpin.design/wip/)
01:18:17	3173341/3173341	---M--	200	added ('OK')	video/mp4	etag:%22601a96c4-306bdd%22	https://www.seanhalpin.design/images/timeline/codewithme.mp4	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/timeline/codewithme.mp4	(from https://www.seanhalpin.design/wip/)
01:18:17	2313/2313	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22601a96c4-909%22	https://www.seanhalpin.design/images/timeline/music.svg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/timeline/music.svg	(from https://www.seanhalpin.design/wip/)
01:18:17	1061/1061	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22601a96c4-425%22	https://www.seanhalpin.design/images/timeline/code.svg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/timeline/code.svg	(from https://www.seanhalpin.design/wip/)
01:18:18	40721/40721	---M--	200	added ('OK')	image/png	etag:%22601a96c4-9f11%22	https://www.seanhalpin.design/images/work/hs/hs-shot--old.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/hs-shot--old.png	(from https://www.seanhalpin.design/work/help-scout/)
01:18:18	86876/86876	---M--	200	added ('OK')	image/png	etag:%22601a96c4-1535c%22	https://www.seanhalpin.design/images/work/hs/hs-shot--new.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/hs-shot--new.png	(from https://www.seanhalpin.design/work/help-scout/)
01:18:18	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226305322f-247b%22	https://www.seanhalpin.design/hs/hs__wire-1.jpg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/hs/hs__wire-1.jpg	(from https://www.seanhalpin.design/work/help-scout/)
01:18:18	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226305322f-247b%22	https://www.seanhalpin.design/hs/hs__wire-3.jpg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/hs/hs__wire-3.jpg	(from https://www.seanhalpin.design/work/help-scout/)
01:18:19	608882/608882	---M--	200	added ('OK')	video/mp4	etag:%22601a96c4-94a72%22	https://www.seanhalpin.design/images/work/hs/hs__wire-4.mp4	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/hs__wire-4.mp4	(from https://www.seanhalpin.design/work/help-scout/)
01:18:19	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226305322f-247b%22	https://www.seanhalpin.design/hs/hs__wire-2.jpg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/hs/hs__wire-2.jpg	(from https://www.seanhalpin.design/work/help-scout/)
01:18:19	526421/526421	---M--	200	added ('OK')	video/mp4	etag:%22601a96c4-80855%22	https://www.seanhalpin.design/images/work/hs/hs__mock--1.mp4	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/hs__mock--1.mp4	(from https://www.seanhalpin.design/work/help-scout/)
01:18:19	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226305322f-247b%22	https://www.seanhalpin.design/hs/hs__mock--2.jpg	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/hs/hs__mock--2.jpg	(from https://www.seanhalpin.design/work/help-scout/)
01:18:20	172525/172525	---M--	200	added ('OK')	video/mp4	etag:%22601a96c4-2a1ed%22	https://www.seanhalpin.design/images/work/hs/hs__mock--3.mp4	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/hs__mock--3.mp4	(from https://www.seanhalpin.design/work/help-scout/)
01:18:20	161954/161954	---M--	200	added ('OK')	image/png	etag:%22601a96c4-278a2%22	https://www.seanhalpin.design/images/work/hs/hs-sdk--06.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/hs-sdk--06.png	(from https://www.seanhalpin.design/work/help-scout/)
01:18:20	217679/217679	---M--	200	added ('OK')	image/png	etag:%22601a96c4-3524f%22	https://www.seanhalpin.design/images/work/hs/hs-sdk--05.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/hs-sdk--05.png	(from https://www.seanhalpin.design/work/help-scout/)
01:18:20	164842/164842	---M--	200	added ('OK')	image/png	etag:%22601a96c4-283ea%22	https://www.seanhalpin.design/images/work/hs/hs-sdk--04.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/hs-sdk--04.png	(from https://www.seanhalpin.design/work/help-scout/)
01:18:20	148478/148478	---M--	200	added ('OK')	image/png	etag:%22601a96c4-243fe%22	https://www.seanhalpin.design/images/work/hs/hs-sdk--03.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/hs-sdk--03.png	(from https://www.seanhalpin.design/work/help-scout/)
01:18:21	508122/508122	---M--	200	added ('OK')	image/png	etag:%22601a96c4-7c0da%22	https://www.seanhalpin.design/images/work/hs/hs-sdk--02.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/hs-sdk--02.png	(from https://www.seanhalpin.design/work/help-scout/)
01:18:21	196801/196801	---M--	200	added ('OK')	image/png	etag:%22601a96c4-300c1%22	https://www.seanhalpin.design/images/work/hs/hs-sdk--01.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/hs-sdk--01.png	(from https://www.seanhalpin.design/work/help-scout/)
01:18:21	434332/434332	---M--	200	added ('OK')	image/png	etag:%22601a96c4-6a09c%22	https://www.seanhalpin.design/images/work/hs/animator.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/animator.png	(from https://www.seanhalpin.design/work/help-scout/)
01:18:22	2559771/2559771	---M--	200	added ('OK')	video/mp4	etag:%22601a96c4-270f1b%22	https://www.seanhalpin.design/images/work/hs/animator.mp4	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/hs/animator.mp4	(from https://www.seanhalpin.design/work/help-scout/)
01:18:22	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Sep%202022%2016:18:21%20GMT	https://www.seanhalpin.design/work/shape	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/work/shape	(from https://www.seanhalpin.design/work/help-scout/)
01:18:22	98947/98947	---M--	200	added ('OK')	image/png	etag:%22601a96c4-18283%22	https://www.seanhalpin.design/images/work/shape/shape-header__1.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/shape/shape-header__1.png	(from https://www.seanhalpin.design/work/shape/)
01:18:22	81552/81552	---M--	200	added ('OK')	image/png	etag:%22601a96c4-13e90%22	https://www.seanhalpin.design/images/work/shape/shape-header__2.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/shape/shape-header__2.png	(from https://www.seanhalpin.design/work/shape/)
01:18:23	318106/318106	---M--	200	added ('OK')	image/png	etag:%22601a96c4-4da9a%22	https://www.seanhalpin.design/images/work/shape/shape-video__2.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/shape/shape-video__2.png	(from https://www.seanhalpin.design/work/shape/)
01:18:23	1064591/1064591	---M--	200	added ('OK')	video/mp4	etag:%22601a96c4-103e8f%22	https://www.seanhalpin.design/images/work/shape/shape-video__2.mp4	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/shape/shape-video__2.mp4	(from https://www.seanhalpin.design/work/shape/)
01:18:23	777360/777360	---M--	200	added ('OK')	image/png	etag:%22601a96c4-bdc90%22	https://www.seanhalpin.design/images/work/shape/shape-video__1.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/shape/shape-video__1.png	(from https://www.seanhalpin.design/work/shape/)
01:18:24	1115375/1115375	---M--	200	added ('OK')	video/mp4	etag:%22601a96c4-1104ef%22	https://www.seanhalpin.design/images/work/shape/shape-video__1.mp4	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/shape/shape-video__1.mp4	(from https://www.seanhalpin.design/work/shape/)
01:18:24	425066/425066	---M--	200	added ('OK')	image/png	etag:%22601a96c4-67c6a%22	https://www.seanhalpin.design/images/work/shape/shape-video__3.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/shape/shape-video__3.png	(from https://www.seanhalpin.design/work/shape/)
01:18:25	1590576/1590576	---M--	200	added ('OK')	video/mp4	etag:%22601a96c4-184530%22	https://www.seanhalpin.design/images/work/shape/shape-video__3.mp4	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/shape/shape-video__3.mp4	(from https://www.seanhalpin.design/work/shape/)
01:18:25	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Sep%202022%2016:18:25%20GMT	https://www.seanhalpin.design/work/help-scout	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/work/help-scout	(from https://www.seanhalpin.design/work/shape/)
01:18:25	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Sep%202022%2016:18:25%20GMT	https://www.seanhalpin.design/work/browso	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/work/browso	(from https://www.seanhalpin.design/work/shape/)
01:18:25	13746/13746	---M--	200	added ('OK')	image/png	etag:%22601a96c4-35b2%22	https://www.seanhalpin.design/images/work/browso/browso-header__1.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso-header__1.png	(from https://www.seanhalpin.design/work/browso/)
01:18:26	4025/4025	---M--	200	added ('OK')	image/png	etag:%22601a96c4-fb9%22	https://www.seanhalpin.design/images/work/browso/browso-header__2.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso-header__2.png	(from https://www.seanhalpin.design/work/browso/)
01:18:26	3764/3764	---M--	200	added ('OK')	image/png	etag:%22601a96c4-eb4%22	https://www.seanhalpin.design/images/work/browso/browso-header__3.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso-header__3.png	(from https://www.seanhalpin.design/work/browso/)
01:18:26	1092559/1092559	---M--	200	added ('OK')	image/png	etag:%22601a96c4-10abcf%22	https://www.seanhalpin.design/images/work/browso/browso-video__1.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso-video__1.png	(from https://www.seanhalpin.design/work/browso/)
01:18:27	9921/9921	---M--	200	added ('OK')	image/png	etag:%22601a96c4-26c1%22	https://www.seanhalpin.design/images/work/browso/browso-shot__01.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso-shot__01.png	(from https://www.seanhalpin.design/work/browso/)
01:18:28	5951/5951	---M--	200	added ('OK')	image/png	etag:%22601a96c4-173f%22	https://www.seanhalpin.design/images/work/browso/browso-shot__02.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso-shot__02.png	(from https://www.seanhalpin.design/work/browso/)
01:18:28	3905716/3905716	---M--	200	added ('OK')	video/mp4	etag:%22601a96c4-3b98b4%22	https://www.seanhalpin.design/images/work/browso/browso-video__1.mp4	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso-video__1.mp4	(from https://www.seanhalpin.design/work/browso/)
01:18:28	10649/10649	---M--	200	added ('OK')	image/png	etag:%22601a96c4-2999%22	https://www.seanhalpin.design/images/work/browso/browso-shot__03.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso-shot__03.png	(from https://www.seanhalpin.design/work/browso/)
01:18:28	6296/6296	---M--	200	added ('OK')	image/png	etag:%22601a96c4-1898%22	https://www.seanhalpin.design/images/work/browso/browso-shot__04.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso-shot__04.png	(from https://www.seanhalpin.design/work/browso/)
01:18:28	860/860	---M--	200	added ('OK')	image/png	etag:%22601a96c4-35c%22	https://www.seanhalpin.design/images/work/browso/browso__components--05.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso__components--05.png	(from https://www.seanhalpin.design/work/browso/)
01:18:28	28186/28186	---M--	200	added ('OK')	image/png	etag:%22601a96c4-6e1a%22	https://www.seanhalpin.design/images/work/browso/browso__components--04.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso__components--04.png	(from https://www.seanhalpin.design/work/browso/)
01:18:29	10620/10620	---M--	200	added ('OK')	image/png	etag:%22601a96c4-297c%22	https://www.seanhalpin.design/images/work/browso/browso__components--01.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso__components--01.png	(from https://www.seanhalpin.design/work/browso/)
01:18:29	4683/4683	---M--	200	added ('OK')	image/png	etag:%22601a96c4-124b%22	https://www.seanhalpin.design/images/work/browso/browso__components--03.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso__components--03.png	(from https://www.seanhalpin.design/work/browso/)
01:18:29	7498/7498	---M--	200	added ('OK')	image/png	etag:%22601a96c4-1d4a%22	https://www.seanhalpin.design/images/work/browso/browso__components--02.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/browso/browso__components--02.png	(from https://www.seanhalpin.design/work/browso/)
01:18:29	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Sep%202022%2016:18:29%20GMT	https://www.seanhalpin.design/work/shape	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/work/shape	(from https://www.seanhalpin.design/work/browso/)
01:18:29	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Sep%202022%2016:18:29%20GMT	https://www.seanhalpin.design/work/custoji	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/work/custoji	(from https://www.seanhalpin.design/work/browso/)
01:18:30	89987/89987	---M--	200	added ('OK')	image/png	etag:%22601a96c4-15f83%22	https://www.seanhalpin.design/images/work/custoji/custoji__header@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/custoji/custoji__header@2x.png	(from https://www.seanhalpin.design/work/custoji/)
01:18:30	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226305322f-247b%22	https://www.seanhalpin.design/images/work/shape/custoji-video__1.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/shape/custoji-video__1.png	(from https://www.seanhalpin.design/work/custoji/)
01:18:31	1997752/1997752	---M--	200	added ('OK')	video/mp4	etag:%22601a96c4-1e7bb8%22	https://www.seanhalpin.design/images/work/custoji/custoji-video__1.mp4	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/custoji/custoji-video__1.mp4	(from https://www.seanhalpin.design/work/custoji/)
01:18:31	6521/6521	---M--	200	added ('OK')	image/png	etag:%22601a96c4-1979%22	https://www.seanhalpin.design/images/work/custoji/custoji__sample--01@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/custoji/custoji__sample--01@2x.png	(from https://www.seanhalpin.design/work/custoji/)
01:18:31	11067/11067	---M--	200	added ('OK')	image/png	etag:%22601a96c4-2b3b%22	https://www.seanhalpin.design/images/work/custoji/custoji__sample--02@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/custoji/custoji__sample--02@2x.png	(from https://www.seanhalpin.design/work/custoji/)
